name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Coupon eli Armor 1	0	0	1	0	1			1	1	0	1	80000		01e	01e	01e		01e	01e	01e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 2	0	0	1	0	1			1	1	0	1	80000		02e	02e	02e		02e	02e	02e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 3	0	0	1	0	1			1	1	0	1	80000		03e	03e	03e		03e	03e	03e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 4	0	0	1	0	1			1	1	0	1	80000		04e	04e	04e		04e	04e	04e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 5	0	0	1	0	1			1	1	0	1	80000		05e	05e	05e		05e	05e	05e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 6	0	0	1	0	1			1	1	0	1	80000		06e	06e	06e		06e	06e	06e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 7	0	0	1	0	1			1	1	0	1	80000		07e	07e	07e		07e	07e	07e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 8	0	0	1	0	1			1	1	0	1	80000		08e	08e	08e		08e	08e	08e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 9	0	0	1	0	1			1	1	0	1	80000		09e	09e	09e		09e	09e	09e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 10	0	0	1	0	1			1	1	0	1	80000		10e	10e	10e		10e	10e	10e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 11	0	0	1	0	1			1	1	0	1	80000		11e	11e	11e		11e	11e	11e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 12	0	0	1	0	1			1	1	0	1	80000		12e	12e	12e		12e	12e	12e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 13	0	0	1	0	1			1	1	0	1	80000		13e	13e	13e		13e	13e	13e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 14	0	0	1	0	1			1	1	0	1	80000		14e	14e	14e		14e	14e	14e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 15	0	0	1	0	1			1	1	0	1	80000		15e	15e	15e		15e	15e	15e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 16	0	0	1	0	1			1	1	0	1	80000		16e	16e	16e		16e	16e	16e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 17	0	0	1	0	1			1	1	0	1	80000		17e	17e	17e		17e	17e	17e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 18	0	0	1	0	1			1	1	0	1	80000		18e	18e	18e		18e	18e	18e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 19	0	0	1	0	1			1	1	0	1	80000		19e	19e	19e		19e	19e	19e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 20	0	0	1	0	1			1	1	0	1	80000		20e	20e	20e		20e	20e	20e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 21	0	0	1	0	1			1	1	0	1	80000		21e	21e	21e		21e	21e	21e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 22	0	0	1	0	1			1	1	0	1	80000		22e	22e	22e		22e	22e	22e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 23	0	0	1	0	1			1	1	0	1	80000		23e	23e	23e		23e	23e	23e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 24	0	0	1	0	1			1	1	0	1	80000		24e	24e	24e		24e	24e	24e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 25	0	0	1	0	1			1	1	0	1	80000		25e	25e	25e		25e	25e	25e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 26	0	0	1	0	1			1	1	0	1	80000		26e	26e	26e		26e	26e	26e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 27	0	0	1	0	1			1	1	0	1	80000		27e	27e	27e		27e	27e	27e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 28	0	0	1	0	1			1	1	0	1	80000		28e	28e	28e		28e	28e	28e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 29	0	0	1	0	1			1	1	0	1	80000		29e	29e	29e		29e	29e	29e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 30	0	0	1	0	1			1	1	0	1	80000		30e	30e	30e		30e	30e	30e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 31	0	0	1	0	1			1	1	0	1	80000		31e	31e	31e		31e	31e	31e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 32	0	0	1	0	1			1	1	0	1	80000		32e	32e	32e		32e	32e	32e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 33	0	0	1	0	1			1	1	0	1	80000		33e	33e	33e		33e	33e	33e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 34	0	0	1	0	1			1	1	0	1	80000		34e	34e	34e		34e	34e	34e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 35	0	0	1	0	1			1	1	0	1	80000		35e	35e	35e		35e	35e	35e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 36	0	0	1	0	1			1	1	0	1	80000		36e	36e	36e		36e	36e	36e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 37	0	0	1	0	1			1	1	0	1	80000		37e	37e	37e		37e	37e	37e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 38	0	0	1	0	1			1	1	0	1	80000		38e	38e	38e		38e	38e	38e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 39	0	0	1	0	1			1	1	0	1	80000		39e	39e	39e		39e	39e	39e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc4				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 40	0	0	1	0	1			1	1	0	1	80000		40e	40e	40e		40e	40e	40e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon eli Armor 41	0	0	1	0	1			1	1	0	1	80000		41e	41e	41e		41e	41e	41e	16	1	1	0	0	0	flpscr	invcpn3		0	xxx			0	cpn3		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 1	0	0	1	0	1			1	1	0	1	20000		01f	01f	01f		01f	01f	01f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 2	0	0	1	0	1			1	1	0	1	20000		02f	02f	02f		02f	02f	02f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 3	0	0	1	0	1			1	1	0	1	20000		03f	03f	03f		03f	03f	03f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 4	0	0	1	0	1			1	1	0	1	20000		04f	04f	04f		04f	04f	04f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 5	0	0	1	0	1			1	1	0	1	20000		05f	05f	05f		05f	05f	05f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 6	0	0	1	0	1			1	1	0	1	20000		06f	06f	06f		06f	06f	06f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 7	0	0	1	0	1			1	1	0	1	20000		07f	07f	07f		07f	07f	07f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 8	0	0	1	0	1			1	1	0	1	20000		08f	08f	08f		08f	08f	08f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 9	0	0	1	0	1			1	1	0	1	20000		09f	09f	09f		09f	09f	09f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 10	0	0	1	0	1			1	1	0	1	20000		10f	10f	10f		10f	10f	10f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 11	0	0	1	0	1			1	1	0	1	20000		11f	11f	11f		11f	11f	11f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 12	0	0	1	0	1			1	1	0	1	20000		12f	12f	12f		12f	12f	12f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 13	0	0	1	0	1			1	1	0	1	20000		13f	13f	13f		13f	13f	13f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 14	0	0	1	0	1			1	1	0	1	20000		14f	14f	14f		14f	14f	14f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 15	0	0	1	0	1			1	1	0	1	20000		15f	15f	15f		15f	15f	15f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 16	0	0	1	0	1			1	1	0	1	20000		16f	16f	16f		16f	16f	16f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coupon nor Weapon 17	0	0	1	0	1			1	1	0	1	20000		17f	17f	17f		17f	17f	17f	16	1	1	0	0	0	flpscr	invcpn1		0	xxx			0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
